db_id,question,query,correct_tables
manufactory_1,Where is the headquarter of the company founded by James?,SELECT headquarter FROM manufacturers WHERE founder  =  'James',manufacturers
manufactory_1,How many manufacturers have headquarters in either Tokyo or Beijing?,SELECT COUNT(*) FROM manufacturers WHERE headquarter  =  'Tokyo' OR headquarter  =  'Beijing',manufacturers
manufactory_1,What are the names and revenues of the companies with the highest revenues in each headquarter city?,"SELECT name ,  MAX(revenue) ,  headquarter FROM manufacturers GROUP BY headquarter",manufacturers
manufactory_1,Select the names of manufacturer whose products have an average price higher than or equal to $150.,"SELECT AVG(t1.price) ,  t2.name FROM products as t1 JOIN manufacturers as t2 ON t1.manufacturer  =  t2.code GROUP BY t2.name HAVING AVG(t1.price) >= 150","products, manufacturers"
manufactory_1,"Find the number of products for each manufacturer, showing the name of each company.","SELECT COUNT(*) ,  t2.name FROM products as t1 JOIN manufacturers as t2 ON t1.manufacturer  =  t2.code GROUP BY t2.name","products, manufacturers"
manufactory_1,What are the names of companies with revenue between 100 and 150?,SELECT name FROM manufacturers WHERE revenue BETWEEN 100 AND 150,manufacturers
manufactory_1,Find all information of all the products with a price between $60 and $120.,SELECT * FROM products WHERE price BETWEEN 60 AND 120,products
manufactory_1,"What are the names, headquarters and revenues for manufacturers, sorted by revenue descending?","SELECT name ,  headquarter ,  revenue FROM manufacturers ORDER BY revenue DESC",manufacturers
manufactory_1,Select all the data from the products and each product's manufacturer.,SELECT * FROM products as t1 JOIN manufacturers as t2 ON t1.manufacturer  =  t2.code,"products, manufacturers"
manufactory_1,Find the name of companies whose revenue is between 100 and 150.,SELECT name FROM manufacturers WHERE revenue BETWEEN 100 AND 150,manufacturers
manufactory_1,How many companies were created by Andy?,SELECT COUNT(*) FROM manufacturers WHERE founder  =  'Andy',manufacturers
manufactory_1,Find the number of different products that are produced by companies at different headquarter cities.,"SELECT COUNT(DISTINCT t1.name) ,  t2.headquarter FROM products as t1 JOIN manufacturers as t2 ON t1.manufacturer  =  t2.code GROUP BY t2.headquarter","products, manufacturers"
manufactory_1,Find the name of product that is produced by both companies Creative Labs and Sony.,SELECT t1.name FROM products as t1 JOIN manufacturers as t2 ON t1.manufacturer  =  t2.code WHERE t2.name  =  'Creative Labs' INTERSECT SELECT t1.name FROM products as t1 JOIN manufacturers as t2 ON t1.manufacturer  =  t2.code WHERE t2.name  =  'Sony',"products, manufacturers"
manufactory_1,What is the total revenue of companies started by founder?,"SELECT SUM(revenue) ,  founder FROM manufacturers GROUP BY founder",manufacturers
manufactory_1,Find the name and revenue of the company that earns the highest revenue in each city.,"SELECT name ,  MAX(revenue) ,  headquarter FROM manufacturers GROUP BY headquarter",manufacturers
manufactory_1,What is all the information of all the products that have a price between 60 and 120?,SELECT * FROM products WHERE price BETWEEN 60 AND 120,products
manufactory_1,What are the codes and names of the cheapest products in each category?,"SELECT code ,  name ,  MIN(price) FROM products GROUP BY name",products
manufactory_1,Select the code of the product that is cheapest in each product category.,"SELECT code ,  name ,  MIN(price) FROM products GROUP BY name",products
manufactory_1,What are the names and average prices of products for manufacturers whose products cost on average 150 or more?,"SELECT AVG(t1.price) ,  t2.name FROM products as t1 JOIN manufacturers as t2 ON t1.manufacturer  =  t2.code GROUP BY t2.name HAVING AVG(t1.price) >= 150","products, manufacturers"
manufactory_1,Find the total revenue for each manufacturer.,"SELECT SUM(revenue) ,  name FROM manufacturers GROUP BY name",manufacturers
manufactory_1,"Return the average, maximum, and total revenues across all manufacturers.","SELECT AVG(revenue) ,  MAX(revenue) ,  SUM(revenue) FROM manufacturers",manufacturers
manufactory_1,What is the average price of products with manufacturer codes equal to 2?,SELECT AVG(price) FROM products WHERE manufacturer  =  2,products
manufactory_1,What is the total revenue of companies with revenue greater than the lowest revenue of any manufacturer in Austin?,SELECT SUM(revenue) FROM manufacturers WHERE revenue  >  (SELECT MIN(revenue) FROM manufacturers WHERE headquarter  =  'Austin'),manufacturers
manufactory_1,"For each manufacturer name, what are the names and prices of their most expensive product?","SELECT t1.name ,  MAX(t1.price) ,  t2.name FROM products as t1 JOIN manufacturers as t2 ON t1.manufacturer  =  t2.code GROUP BY t2.name","products, manufacturers"
manufactory_1,"Find the name, headquarter and founder of the manufacturer that has the highest revenue.","SELECT name ,  headquarter ,  founder FROM manufacturers ORDER BY revenue DESC LIMIT 1",manufacturers
manufactory_1,"Select the name and price of all products with a price larger than or equal to $180, and sort first by price (in descending order), and then by name  (in ascending order).","SELECT name ,  price FROM products WHERE price  >=  180 ORDER BY price DESC ,  name ASC",products
manufactory_1,"What are the names and headquarters of all manufacturers, ordered by revenue descending?","SELECT name ,  headquarter FROM manufacturers ORDER BY revenue DESC",manufacturers
manufactory_1,How many products are not made by Sony?,SELECT COUNT(DISTINCT name) FROM products WHERE name NOT IN (SELECT t1.name FROM products as t1 JOIN manufacturers as t2 ON t1.manufacturer  =  t2.code WHERE t2.name  =  'Sony'),"products, manufacturers"
manufactory_1,Find the name of companies that do not make DVD drive.,SELECT name FROM manufacturers EXCEPT SELECT t2.name FROM products as t1 JOIN manufacturers as t2 ON t1.manufacturer  =  t2.code WHERE t1.name  =  'DVD drive',"manufacturers, products"
manufactory_1,"What are the names and prices of products that cost at least 180, sorted by price decreasing and name ascending?","SELECT name ,  price FROM products WHERE price  >=  180 ORDER BY price DESC ,  name ASC",products
manufactory_1,What are the different cities listed?,SELECT DISTINCT headquarter FROM manufacturers,manufacturers
manufactory_1,Find the founder of the company whose name begins with the letter 'S'.,SELECT founder FROM manufacturers WHERE name LIKE 'S%',manufacturers
manufactory_1,How many products have prices of at least 180?,SELECT COUNT(*) FROM products WHERE price >= 180,products
manufactory_1,What are the names of manufacturers with revenue greater than the average of all revenues?,SELECT name FROM manufacturers WHERE revenue  >  (SELECT AVG(revenue) FROM manufacturers),manufacturers
manufactory_1,What are the names of companies that do not make DVD drives?,SELECT name FROM manufacturers EXCEPT SELECT t2.name FROM products as t1 JOIN manufacturers as t2 ON t1.manufacturer  =  t2.code WHERE t1.name  =  'DVD drive',"manufacturers, products"
manufactory_1,Find number of products which Sony does not make.,SELECT COUNT(DISTINCT name) FROM products WHERE name NOT IN (SELECT t1.name FROM products as t1 JOIN manufacturers as t2 ON t1.manufacturer  =  t2.code WHERE t2.name  =  'Sony'),"products, manufacturers"
manufactory_1,"Select the average price of each manufacturer's products, showing only the manufacturer's code.","SELECT AVG(price) ,  manufacturer FROM products GROUP BY manufacturer",products
manufactory_1,Find the total revenue of companies whose revenue is larger than the revenue of some companies based in Austin.,SELECT SUM(revenue) FROM manufacturers WHERE revenue  >  (SELECT MIN(revenue) FROM manufacturers WHERE headquarter  =  'Austin'),manufacturers
manufactory_1,"Select the average price of each manufacturer's products, showing the manufacturer's name.","SELECT AVG(t1.price) ,  t2.name FROM products as t1 JOIN manufacturers as t2 ON t1.manufacturer  =  t2.code GROUP BY t2.name","products, manufacturers"
game_1,How many games are played for all students?,SELECT SUM(gamesplayed) FROM sportsinfo,sportsinfo
game_1,How many students play each sport?,"SELECT sportname ,  COUNT(*) FROM sportsinfo GROUP BY sportname",sportsinfo
game_1,What are the ids of all male students who do not play football?,"SELECT stuid FROm student WHERE sex  =  'm' EXCEPT SELECT stuid FROm sportsinfo WHERE sportname  =  ""Football""","student, sportsinfo"
game_1,Show total hours per week and number of games played for student David Shieber.,"SELECT SUM(hoursperweek) ,  SUM(gamesplayed) FROM sportsinfo as t1 JOIN student as t2 ON t1.stuid  =  t2.stuid WHERE t2.fname  =  ""David"" AND t2.lname  =  ""Shieber""","sportsinfo, student"
game_1,Show ids for all students who have advisor 1121.,SELECT stuid FROM student WHERE advisor  =  1121,student
game_1,Which game type has most number of games?,SELECT gtype FROM video_games GROUP BY gtype ORDER BY COUNT(*) DESC LIMIT 1,video_games
game_1,Show all student ids and the number of hours played.,"SELECT stuid ,  SUM(hours_played) FROM plays_games GROUP BY stuid",plays_games
game_1,Show student ids who don't have any sports.,SELECT stuid FROM student EXCEPT SELECT stuid FROM sportsinfo,"student, sportsinfo"
game_1,How many different students are involved in sports?,SELECT COUNT(DISTINCT stuid) FROM sportsinfo,sportsinfo
game_1,What are the advisors,SELECT advisor FROM student GROUP BY advisor HAVING COUNT(*)  >=  2,student
game_1,How many different students play games?,SELECT COUNT(DISTINCT stuid) FROM plays_games,plays_games
game_1,Show total hours per week and number of games played for students under 20.,"SELECT SUM(hoursperweek) ,  SUM(gamesplayed) FROM sportsinfo as t1 JOIN student as t2 ON t1.stuid  =  t2.stuid WHERE t2.age  <  20","sportsinfo, student"
game_1,What is the total number of hours per week and number of games played by students under 20?,"SELECT SUM(hoursperweek) ,  SUM(gamesplayed) FROM sportsinfo as t1 JOIN student as t2 ON t1.stuid  =  t2.stuid WHERE t2.age  <  20","sportsinfo, student"
game_1,What are the ids of all female students who play football?,"SELECT stuid fROM student WHERE sex  =  'f' INTERSECT SELECT stuid fROM sportsinfo WHERE sportname  =  ""football""","student, sportsinfo"
game_1,What is the type of video game Call of Destiny.,"SELECT gtype FROM video_games WHERE gname  =  ""Call of Destiny""",video_games
game_1,What type has the most games?,SELECT gtype FROM video_games GROUP BY gtype ORDER BY COUNT(*) DESC LIMIT 1,video_games
game_1,Show all game names played by at least 1000 hours.,SELECT gname FROM plays_games as t1 JOIN video_games as t2 ON t1.gameid  =  t2.gameid GROUP BY t1.gameid HAVING SUM(hours_played)  >=  1000,"plays_games, video_games"
game_1,Show all game ids and the number of hours played.,"SELECT gameid ,  SUM(hours_played) FROM plays_games GROUP BY gameid",plays_games
game_1,Show all video games and their types in the order of their names.,"SELECT gname ,  gtype FROM video_games ORDER BY gname",video_games
game_1,What are the ids of all students who don't play sports?,SELECT stuid FROM student EXCEPT SELECT stuid FROM sportsinfo,"student, sportsinfo"
game_1,What are the names of all games played by Linda Smith?,"SELECT gname FROM plays_games as t1 JOIN video_games as t2 ON t1.gameid  =  t2.gameid JOIN student as t3 ON t3.stuid  =  t1.stuid WHERE t3.lname  =  ""Smith"" AND t3.fname  =  ""Linda""","plays_games, video_games, student"
game_1,Show ids of students who don't play video game.,SELECT stuid FROM student EXCEPT SELECT stuid FROM plays_games,"student, plays_games"
game_1,What is the total number of hours per work and number of games played by David Shieber?,"SELECT SUM(hoursperweek) ,  SUM(gamesplayed) FROM sportsinfo as t1 JOIN student as t2 ON t1.stuid  =  t2.stuid WHERE t2.fname  =  ""David"" AND t2.lname  =  ""Shieber""","sportsinfo, student"
game_1,Show first name for all students with major 600.,SELECT fname FROM student WHERE major  =  600,student
game_1,What are the student IDs for everybody who worked for more than 10 hours per week on all sports?,SELECT stuid FROM sportsinfo GROUP BY stuid HAVING SUM(hoursperweek)  >  10,sportsinfo
game_1,What is the name of the game that has been played the most?,SELECT gname FROM plays_games as t1 JOIN video_games as t2 ON t1.gameid  =  t2.gameid GROUP BY t1.gameid ORDER BY SUM(hours_played) DESC LIMIT 1,"plays_games, video_games"
game_1,List ids for all student who are on scholarship.,SELECT stuid FROM sportsinfo WHERE onscholarship  =  'Y',sportsinfo
game_1,What is the first and last name of all students who play Football or Lacrosse?,"SELECT t2.lname ,  t2.fname FROM sportsinfo as t1 JOIN student as t2 ON t1.stuid  =  t2.stuid WHERE t1.sportname  =  ""Football"" OR t1.sportname  =  ""Lacrosse""","sportsinfo, student"
game_1,What is the first and last name of the student who played the most sports?,"SELECT t2.fname ,  t2.lname FROM sportsinfo as t1 JOIN student as t2 ON t1.stuid  =  t2.stuid GROUP BY t1.stuid ORDER BY COUNT(*) DESC LIMIT 1","sportsinfo, student"
game_1,Show all male student ids who don't play football.,"SELECT stuid FROm student WHERE sex  =  'm' EXCEPT SELECT stuid FROm sportsinfo WHERE sportname  =  ""Football""","student, sportsinfo"
game_1,"Show the average, minimum, and maximum age for different majors.","SELECT major ,  AVG(age) ,  MIN(age) ,  MAX(age) FROM student GROUP BY major",student
game_1,What are the first names for all students who are from the major numbered 600?,SELECT fname FROM student WHERE major  =  600,student
game_1,Find the last name and gender of the students who are playing both Call of Destiny and Works of Widenius games.,"SELECT lname ,  sex FROM student WHERE stuid IN (SELECT t1.stuid FROM plays_games as t1 JOIN video_games as t2 ON t1.gameid  =  t2.gameid WHERE t2.gname  =  ""Call of Destiny"" INTERSECT SELECT t1.stuid FROM plays_games as t1 JOIN video_games as t2 ON t1.gameid  =  t2.gameid WHERE t2.gname  =  ""Works of Widenius"")","student, plays_games, video_games"
game_1,What type of game is Call of Destiny?,"SELECT gtype FROM video_games WHERE gname  =  ""Call of Destiny""",video_games
game_1,Show all student IDs with the number of sports and total number of games played,"SELECT stuid ,  COUNT(*) ,  SUM(gamesplayed) FROM sportsinfo GROUP BY stuid",sportsinfo
game_1,What are the ids for all sporty students who are on scholarship?,SELECT stuid FROM sportsinfo WHERE onscholarship  =  'Y',sportsinfo
game_1,Find the last and first name of students who are playing Football or Lacrosse.,"SELECT t2.lname ,  t2.fname FROM sportsinfo as t1 JOIN student as t2 ON t1.stuid  =  t2.stuid WHERE t1.sportname  =  ""Football"" OR t1.sportname  =  ""Lacrosse""","sportsinfo, student"
game_1,What are the student ids for those on scholarship in major number 600?,SELECT stuid FROM student WHERE major  =  600 INTERSECT SELECT stuid FROM sportsinfo WHERE onscholarship  =  'Y',"student, sportsinfo"
game_1,What is the total number of all football games played by scholarship students?,"SELECT SUM(gamesplayed) FROM sportsinfo WHERE sportname  =  ""Football"" AND onscholarship  =  'Y'",sportsinfo
game_1,Show student ids who are on scholarship and have major 600.,SELECT stuid FROM student WHERE major  =  600 INTERSECT SELECT stuid FROM sportsinfo WHERE onscholarship  =  'Y',"student, sportsinfo"
game_1,Show ids of students who play video game and play sports.,SELECT stuid FROM sportsinfo INTERSECT SELECT stuid FROM plays_games,"sportsinfo, plays_games"
game_1,What is the total number of games played?,SELECT SUM(gamesplayed) FROM sportsinfo,sportsinfo
game_1,How many video games exist?,SELECT COUNT(*) FROM video_games,video_games
game_1,Show all video game types and the number of video games in each type.,"SELECT gtype ,  COUNT(*) FROM video_games GROUP BY gtype",video_games
game_1,Which sport has most number of students on scholarship?,SELECT sportname FROM sportsinfo WHERE onscholarship  =  'Y' GROUP BY sportname ORDER BY COUNT(*) DESC LIMIT 1,sportsinfo
game_1,Show all sport name and the number of students.,"SELECT sportname ,  COUNT(*) FROM sportsinfo GROUP BY sportname",sportsinfo
game_1,What are the names of all the video games and their types in alphabetical order?,"SELECT gname ,  gtype FROM video_games ORDER BY gname",video_games
game_1,Show all student IDs with more than total 10 hours per week on all sports played.,SELECT stuid FROM sportsinfo GROUP BY stuid HAVING SUM(hoursperweek)  >  10,sportsinfo
game_1,Show ids for all students who live in CHI.,"SELECT stuid FROM student WHERE city_code  =  ""CHI""",student
game_1,What are ids and total number of hours played for each game?,"SELECT gameid ,  SUM(hours_played) FROM plays_games GROUP BY gameid",plays_games
game_1,Show all game names played by Linda Smith,"SELECT gname FROM plays_games as t1 JOIN video_games as t2 ON t1.gameid  =  t2.gameid JOIN student as t3 ON t3.stuid  =  t1.stuid WHERE t3.lname  =  ""Smith"" AND t3.fname  =  ""Linda""","plays_games, video_games, student"
game_1,what is the last name and gender of all students who played both Call of Destiny and Works of Widenius?,"SELECT lname ,  sex FROM student WHERE stuid IN (SELECT t1.stuid FROM plays_games as t1 JOIN video_games as t2 ON t1.gameid  =  t2.gameid WHERE t2.gname  =  ""Call of Destiny"" INTERSECT SELECT t1.stuid FROM plays_games as t1 JOIN video_games as t2 ON t1.gameid  =  t2.gameid WHERE t2.gname  =  ""Works of Widenius"")","student, plays_games, video_games"
game_1,What are the names of all video games that are collectible cards?,"SELECT gname FROM video_games WHERE gtype  =  ""Collectible card game""",video_games
game_1,Show all video games with type Collectible card game.,"SELECT gname FROM video_games WHERE gtype  =  ""Collectible card game""",video_games
game_1,How many video game types exist?,SELECT COUNT(DISTINCT gtype) FROM video_games,video_games
game_1,What is the count of different game types?,SELECT COUNT(DISTINCT gtype) FROM video_games,video_games
game_1,How many video games do you have?,SELECT COUNT(*) FROM video_games,video_games
game_1,How many video games have type Massively multiplayer online game?,"SELECT COUNT(*) FROM video_games WHERE gtype  =  ""Massively multiplayer online game""",video_games
game_1,How many games are played for all football games by students on scholarship?,"SELECT SUM(gamesplayed) FROM sportsinfo WHERE sportname  =  ""Football"" AND onscholarship  =  'Y'",sportsinfo
game_1,What is the first name and last name of the student who have most number of sports?,"SELECT t2.fname ,  t2.lname FROM sportsinfo as t1 JOIN student as t2 ON t1.stuid  =  t2.stuid GROUP BY t1.stuid ORDER BY COUNT(*) DESC LIMIT 1","sportsinfo, student"
game_1,Count the number of video games with Massively multiplayer online game type .,"SELECT COUNT(*) FROM video_games WHERE gtype  =  ""Massively multiplayer online game""",video_games
game_1,What are the ids of all students who are not video game players?,SELECT stuid FROM student EXCEPT SELECT stuid FROM plays_games,"student, plays_games"
game_1,Show last names for all student who are on scholarship.,SELECT t2.lname FROM sportsinfo as t1 JOIN student as t2 ON t1.stuid  =  t2.stuid WHERE t1.onscholarship  =  'Y',"sportsinfo, student"
game_1,What are the ids of all students who live in CHI?,"SELECT stuid FROM student WHERE city_code  =  ""CHI""",student
game_1,How many different types of sports do we offer?,SELECT COUNT(DISTINCT sportname) FROM sportsinfo,sportsinfo
game_1,Show the game name that has most number of hours played.,SELECT gname FROM plays_games as t1 JOIN video_games as t2 ON t1.gameid  =  t2.gameid GROUP BY t1.gameid ORDER BY SUM(hours_played) DESC LIMIT 1,"plays_games, video_games"
game_1,Show student ids who are female and play football.,"SELECT stuid fROM student WHERE sex  =  'f' INTERSECT SELECT stuid fROM sportsinfo WHERE sportname  =  ""football""","student, sportsinfo"
game_1,What is the type with the fewest games?,SELECT gtype FROM video_games GROUP BY gtype ORDER BY COUNT(*) LIMIT 1,video_games
game_1,What are the names of all the games that have been played for at least 1000 hours?,SELECT gname FROM plays_games as t1 JOIN video_games as t2 ON t1.gameid  =  t2.gameid GROUP BY t1.gameid HAVING SUM(hours_played)  >=  1000,"plays_games, video_games"
game_1,What are the ids of all students who have advisor number 1121?,SELECT stuid FROM student WHERE advisor  =  1121,student
game_1,What is the sport with the most scholarship students?,SELECT sportname FROM sportsinfo WHERE onscholarship  =  'Y' GROUP BY sportname ORDER BY COUNT(*) DESC LIMIT 1,sportsinfo
game_1,What are the ids of all students who played video games and sports?,SELECT stuid FROM sportsinfo INTERSECT SELECT stuid FROM plays_games,"sportsinfo, plays_games"
game_1,What are the last names for all scholarship students?,SELECT t2.lname FROM sportsinfo as t1 JOIN student as t2 ON t1.stuid  =  t2.stuid WHERE t1.onscholarship  =  'Y',"sportsinfo, student"
game_1,Show all video game types.,SELECT DISTINCT gtype FROM video_games,video_games
game_1,Find the first name and age of the students who are playing both Football and Lacrosse.,"SELECT fname ,  age FROM student WHERE stuid IN (SELECT stuid FROM sportsinfo WHERE sportname  =  ""Football"" INTERSECT SELECT stuid FROM sportsinfo WHERE sportname  =  ""Lacrosse"")","student, sportsinfo"
game_1,Show all advisors who have at least two students.,SELECT advisor FROM student GROUP BY advisor HAVING COUNT(*)  >=  2,student
game_1,How many sports do we have?,SELECT COUNT(DISTINCT sportname) FROM sportsinfo,sportsinfo
game_1,How many students play sports?,SELECT COUNT(DISTINCT stuid) FROM sportsinfo,sportsinfo
cre_Docs_and_Epenses,Return the description of the budget type that has the code ORG.,"SELECT budget_type_description FROM ref_budget_codes WHERE budget_type_code  =  ""ORG""",ref_budget_codes
cre_Docs_and_Epenses,List all budget type codes and descriptions.,"SELECT budget_type_code ,  budget_type_description FROM ref_budget_codes",ref_budget_codes
cre_Docs_and_Epenses,What are the ids and details for each project?,"SELECT project_id ,  project_details FROM projects",projects
cre_Docs_and_Epenses,Show all statement id and the number of accounts for each statement.,"SELECT statement_id ,  COUNT(*) FROM accounts GROUP BY statement_id",accounts
cre_Docs_and_Epenses,Return the ids of documents that do not have expenses.,SELECT document_id FROM documents EXCEPT SELECT document_id FROM documents_with_expenses,"documents, documents_with_expenses"
cre_Docs_and_Epenses,Show the document type code with fewer than 3 documents.,SELECT document_type_code FROM documents GROUP BY document_type_code HAVING COUNT(*)  <  3,documents
cre_Docs_and_Epenses,List ids and details for all projects.,"SELECT project_id ,  project_details FROM projects",projects
cre_Docs_and_Epenses,Show ids for all documents with budget types described as 'Government'.,"SELECT t1.document_id FROM documents_with_expenses as t1 JOIN ref_budget_codes as t2 ON t1.budget_type_code  =  t2.budget_type_code WHERE t2.budget_type_description  =  ""Government""","documents_with_expenses, ref_budget_codes"
cre_Docs_and_Epenses,Count the number of documents that do not have expenses.,SELECT COUNT(*) FROM documents WHERE document_id NOT IN ( SELECT document_id FROM documents_with_expenses ),"documents, documents_with_expenses"
cre_Docs_and_Epenses,How many documents are there of each type?,"SELECT document_type_code ,  COUNT(*) FROM documents GROUP BY document_type_code",documents
cre_Docs_and_Epenses,What are the codes corresponding to document types for which there are less than 3 documents?,SELECT document_type_code FROM documents GROUP BY document_type_code HAVING COUNT(*)  <  3,documents
cre_Docs_and_Epenses,"What are the different budget type codes, and how many documents are there for each?","SELECT budget_type_code ,  COUNT(*) FROM documents_with_expenses GROUP BY budget_type_code",documents_with_expenses
cre_Docs_and_Epenses,Return the ids and details corresponding to projects for which there are more than two documents.,"SELECT t1.project_id ,  t1.project_details FROM projects as t1 JOIN documents as t2 ON t1.project_id  =  t2.project_id GROUP BY t1.project_id HAVING COUNT(*)  >  2","projects, documents"
cre_Docs_and_Epenses,How many accounts do we have?,SELECT COUNT(*) FROM accounts,accounts
cre_Docs_and_Epenses,Show the statement id and the statement detail for the statement with most number of accounts.,"SELECT t1.statement_id ,  t2.statement_details FROM accounts as t1 JOIN statements as t2 ON t1.statement_id  =  t2.statement_id GROUP BY t1.statement_id ORDER BY COUNT(*) DESC LIMIT 1","accounts, statements"
cre_Docs_and_Epenses,What are the dates for the documents with both 'GV' type and 'SF' type expenses?,SELECT t1.document_date FROM documents as t1 JOIN documents_with_Expenses as t2 ON t1.document_id  =  t2.document_id WHERE t2.budget_type_code  =  'GV' INTERSECT SELECT t1.document_date FROM documents as t1 JOIN documents_with_Expenses as t2 ON t1.document_id  =  t2.document_id WHERE t2.budget_type_code  =  'SF',"documents, documents_with_Expenses"
cre_Docs_and_Epenses,What are the ids and details of all statements?,"SELECT statement_id ,  statement_details FROM statements",statements
cre_Docs_and_Epenses,Show the budget type code and description and the corresponding document id.,"SELECT t2.budget_type_code ,  t2.budget_type_description ,  t1.document_id FROM documents_with_expenses as t1 JOIN ref_budget_codes as t2 ON t1.budget_type_code  =  t2.budget_type_code","documents_with_expenses, ref_budget_codes"
cre_Docs_and_Epenses,What is the description for the budget type with code ORG?,"SELECT budget_type_description FROM ref_budget_codes WHERE budget_type_code  =  ""ORG""",ref_budget_codes
cre_Docs_and_Epenses,How many documents correspond with each project id?,"SELECT project_id ,  COUNT(*) FROM documents GROUP BY project_id",documents
